,Identifier,Start date,End date,Number of deaths,Incident,State
6765,IBD025120,2022-07-09,2022-07-09,1,Woman vs Child,Nasarawa
6766,IBD025067,2022-07-09,2022-07-09,1,Mob vs Woman,Lagos
6767,IBD025060,2022-07-09,2022-07-09,4,Gunmen vs Police,Enugu
6768,IBD025437,2022-07-09,2022-07-09,2,Police vs Kidnappers,Bauchi
6769,IBD025420,2022-07-09,2022-07-09,2,Gunmen Attack,Kaduna
6770,IBD025189,2022-07-09,2022-07-09,4,Terrorist Attack,Benue
6771,IBD025081,2022-07-09,2022-07-09,3,Building Collapse,Jigawa
6772,IBD025096,2022-07-09,2022-07-09,1,Man vs Brother,Lagos
6773,IBD025048,2022-06-09,2022-06-09,1,Auto Crash,Oyo
6774,IBD025056,2022-06-09,2022-06-09,1,Auto Crash,Ondo
6775,IBD025039,2022-06-09,2022-06-09,1,Woman vs Baby,Kano
6776,IBD025043,2022-06-09,2022-06-09,3,Bank Robbery,Kogi
6777,IBD025029,2022-06-09,2022-06-09,1,Leadership Tussle,Delta
6778,IBD025073,2022-06-09,2022-06-09,1,Boy Dies,(FCT) Abuja
6779,IBD025734,2022-06-09,2022-06-09,1,Army vs Lady,Rivers
6780,IBD025044,2022-06-09,2022-06-09,1,Auto Crash,Anambra
6781,IBD025316,2022-06-09,2022-06-09,1,Domestic Violence,Ondo
6782,IBD025035,2022-06-09,2022-06-09,30,Banditry,Plateau
6783,PAR012623,2022-06-09,2022-06-09,1,Man Kills Ex-Lover,Adamawa
6784,IBD025415,2022-05-09,2022-05-09,10,Army vs Bandits,Kaduna
6785,IBD025053,2022-05-09,2022-05-09,2,Army vs Bandits,Kaduna
6786,IBD025021,2022-05-09,2022-05-09,3,Children Drown,Jigawa
6787,IBD025046,2022-05-09,2022-05-09,2,Auto Crash,Lagos
6788,IBD025045,2022-05-09,2022-05-09,1,Auto Crash,Ogun
6789,IBD025037,2022-05-09,2022-05-09,1,Ritual Killing,Niger
6790,IBD025034,2022-04-09,2022-04-09,30,Army vs Pirates,Rivers
6791,IBD025019,2022-04-09,2022-04-09,1,One Dead,Delta
6792,IBD025042,2022-04-09,2022-05-09,8,Security Operatives vs Bandits,Kaduna
6793,IBD025015,2022-04-09,2022-04-09,2,Police vs Terrorists,Katsina
6794,IBD025036,2022-04-09,2022-04-09,1,Gunmen vs Cleric,Ebonyi
6795,IBD025041,2022-04-09,2022-05-09,7,Security Operatives vs Bandits,Kaduna
6796,IBD025038,2022-04-09,2022-04-09,1,Ritual Killing,Ondo
6797,IBD025010,2022-04-09,2022-04-09,3,Herdsmen Attack,Benue
6798,IBD025028,2022-04-09,2022-04-09,5,Auto Crash,Anambra
6799,IBD025013,2022-04-09,2022-04-09,9,Auto Crash,(FCT) Abuja
6800,IBD025059,2022-04-09,2022-04-09,1,Building Collapse,Jigawa
6801,IBD025009,2022-04-09,2022-04-09,6,Building Collapse,Lagos
6802,IBD025040,2022-04-09,2022-05-09,15,Security Operatives vs Bandits,Niger
6803,IBD025020,2022-03-09,2022-03-09,3,Bandits Kill 2,(FCT) Abuja
6804,IBD025014,2022-03-09,2022-03-09,1,Gunmen vs NSCDC Officer,Ekiti
6805,IBD025006,2022-03-09,2022-03-09,1,Auto Crash,Delta
6806,IBD025072,2022-03-09,2022-03-09,3,Army vs Boko Haram,Zamfara
6807,IBD025066,2022-03-09,2022-03-09,1,Boy Drowns,Jigawa
6808,IBD025000,2022-03-09,2022-03-09,1,Gunmen vs NSCDC Officer,Ekiti
6809,IBD025065,2022-03-09,2022-03-09,1,Man Drowns,Jigawa
6810,IBD025008,2022-03-09,2022-03-09,3,Army vs Bandits,Kaduna
6811,IBD025054,2022-03-09,2022-03-09,1,Doctor vs Driver,Edo
6812,IBD025030,2022-03-09,2022-04-09,3,Cult Clash,Benue
6813,IBD025012,2022-03-09,2022-03-09,1,Gunmen vs Driver,Rivers
6814,IBD025108,2022-03-09,2022-03-09,1,Boat Mishap,Bayelsa
6815,IBD025197,2022-03-09,2022-03-09,1,Gunmen vs Driver,Rivers
6816,IBD025022,2022-03-09,2022-03-09,1,Terrorists Attack,Kaduna
6817,IBD025018,2022-03-09,2022-03-09,1,Teenager Drowns,Jigawa
6818,IBD025694,2022-03-09,2022-03-09,1,Flooding,Kwara
6819,IBD025419,2022-02-09,2022-02-09,4,Army vs Boko Haram,Borno
6820,IBD025025,2022-02-09,2022-02-09,1,Auto Crash,Bauchi
6821,IBD025049,2022-02-09,2022-06-09,5,Flooding,Bauchi
6822,IBD025032,2022-02-09,2022-02-09,2,Rainstorm,Katsina
6823,IBD025026,2022-02-09,2022-02-09,2,Auto Crash,Bauchi
6824,IBD025031,2022-02-09,2022-02-09,3,Rainstorm,Katsina
6825,IBD025003,2022-02-09,2022-02-09,1,Auto Crash,Ebonyi
6826,IBD024995,2022-02-09,2022-02-09,1,Pirate vs Passenger,Rivers
6827,IBD025050,2022-02-09,2022-06-09,3,Flooding,Bauchi
6828,IBD024997,2022-02-09,2022-02-09,2,Medical Negligence,Kwara
6829,IBD025199,2022-02-09,2022-02-09,2,Medical Negligence,Kano
6830,IBD024999,2022-02-09,2022-02-09,1,Cult Killing,Ogun
6831,IBD025017,2022-02-09,2022-02-09,5,Boat Mishap,Jigawa
6832,IBD025058,2022-02-09,2022-02-09,1,Girls vs Friend,Gombe
6833,IBD025016,2022-02-09,2022-02-09,4,Boko Haram vs Worshippers,Borno
6834,IBD025051,2022-02-09,2022-06-09,3,Flooding,Bauchi
6835,IBD025063,2022-01-09,2022-01-09,1,Ritual Killing,Plateau
6836,IBD025001,2022-01-09,2022-02-09,4,Medical Negligence,Delta
6837,IBD024993,2022-01-09,2022-01-09,1,Flooding,Niger
6838,IBD024991,2022-01-09,2022-01-09,6,Herdsmen Attack,Benue
6839,IBD024984,2022-01-09,2022-01-09,4,Kidnappers vs Vigilante,Bauchi
6840,IBD024996,2022-01-09,2022-01-09,1,Kidnap Victim,Ondo
6841,IBD025147,2022-01-09,2022-01-09,1,Bandits vs Farmers,Kaduna
6842,IBD025413,2022-01-09,2022-04-09,40,Army vs Boko Haram,Borno
6843,IBD024985,2022-01-09,2022-01-09,1,Gunmen vs Soldiers,Enugu
6844,IBD024998,2022-01-09,2022-02-09,70,Army vs Boko Haram,Borno
6845,IBD025023,2022-01-09,2022-01-09,1,Terrorists vs Driver,Kaduna
6846,IBD025011,2022-01-09,2022-01-09,1,Ritual Killing,Ondo
6847,IBD024986,2022-08-31,2022-08-31,2,Terrorists vs Soldiers,Katsina
6848,IBD024979,2022-08-31,2022-08-31,7,Auto Crash,Ekiti
6849,IBD024989,2022-08-31,2022-08-31,2,Army vs Bandits,Kaduna
6850,IBD025155,2022-08-31,2022-08-31,2,Security Operatives vs Kidnappers,Cross River
6851,IBD025004,2022-08-31,2022-08-31,2,Flooding,Plateau
6852,IBD024992,2022-08-31,2022-08-31,3,Flooding,Plateau
6853,IBD024990,2022-08-31,2022-08-31,2,Domestic Violence,Jigawa
6854,IBD027848,2022-08-31,2022-08-31,2,Flooding,Kebbi
6855,IBD024974,2022-08-30,2022-08-30,1,Tricycle Rider Drown,Kano
6856,IBD024973,2022-08-30,2022-08-30,2,Building Collapse,Kano
6857,IBD024988,2022-08-30,2022-08-31,49,Army vs Boko Haram,Borno
6858,IBD024965,2022-08-30,2022-08-30,7,Auto Crash,Kogi
6859,IBD025007,2022-08-30,2022-03-09,200,Army vs Boko Haram,Borno
6860,IBD024982,2022-08-30,2022-08-30,16,Army vs Terrorists,Kaduna
6861,IBD024977,2022-08-30,2022-08-30,15,Flooding,Borno
6862,IBD024966,2022-08-30,2022-08-30,1,Auto Crash,Kogi
6863,IBD024980,2022-08-30,2022-08-30,1,Man vs Brother,Anambra
6864,IBD024975,2022-08-30,2022-08-30,2,Army vs IPOB/ESN,Imo
6865,IBD024983,2022-08-30,2022-08-30,14,NAF vs Terrorists,Kaduna
6866,IBD024976,2022-08-30,2022-08-30,1,Communal Clash,Kogi
6867,IBD024970,2022-08-29,2022-08-29,1,Army vs Terrorists,Kaduna
6868,IBD025069,2022-08-29,2022-08-29,5,Police vs IPOB/ESN,Imo
6869,IBD025068,2022-08-29,2022-08-29,2,Army vs IPOB/ESN,Anambra
6870,IBD024972,2022-08-29,2022-08-29,7,Food Poison,Sokoto
6871,IBD024994,2022-08-29,2022-01-09,6,Flooding,Niger
6872,IBD024963,2022-08-28,2022-08-28,1,Bandits Kill Man,Plateau
6873,IBD025131,2022-08-28,2022-08-28,1,Assailants vs Man,Osun
6874,IBD024971,2022-08-28,2022-08-28,1,Police vs Kidnapper,Edo
6875,IBD024962,2022-08-28,2022-08-28,2,Mysterious Death,Kwara
6876,IBD024958,2022-08-28,2022-08-28,1,Gunmen vs PDP member,Plateau
6877,IBD025024,2022-08-28,2022-08-28,1,Syndicate vs Woman,Akwa Ibom
6878,IBD024949,2022-08-28,2022-08-28,1,Auto Crash,Ondo
6879,IBD024943,2022-08-28,2022-08-28,1,Cult Killing,Lagos
6880,IBD024956,2022-08-28,2022-08-28,1,Flooding,Borno
6881,IBD025107,2022-08-28,2022-08-28,1,Robber Dies,Lagos
6882,IBD024948,2022-08-28,2022-08-28,3,Auto Crash,Ogun
6883,IBD024960,2022-08-28,2022-08-28,1,Inmate Dies,(FCT) Abuja
6884,IBD027875,2022-08-28,2022-08-28,1,Police vs Kidnapper,Edo
6885,IBD024955,2022-08-28,2022-08-28,3,Auto Crash,Kano
6886,IBD030599,2022-08-28,2022-08-28,1,Cult Clash,Plateau
6887,IBD024969,2022-08-27,2022-08-27,2,Canoe Capsizes,Jigawa
6888,IBD024937,2022-08-27,2022-08-27,5,Banditry,Kaduna
6889,IBD024957,2022-08-27,2022-08-27,2,Mob vs Women,Cross River
6890,IBD024944,2022-08-27,2022-08-27,1,Assailant vs Corps Member,Adamawa
6891,IBD024961,2022-08-27,2022-08-27,2,Mine Collapse,Kogi
6892,IBD024951,2022-08-27,2022-08-27,1,Gunmen vs Woman,Plateau
6893,IBD024953,2022-08-26,2022-08-26,1,Banditry,Katsina
6894,IBD024950,2022-08-26,2022-08-26,7,Generator Fumes,Enugu
6895,IBD024968,2022-08-26,2022-08-26,1,Gas Explosion,Ogun
6896,IBD024947,2022-08-26,2022-08-26,1,Ritual Killing,Benue
6897,IBD024936,2022-08-26,2022-08-26,1,Man vs Lover,Delta
6898,IBD023867,2022-08-25,2022-08-25,1,Domestic Violence,Kebbi
6899,IBD025078,2022-08-25,2022-08-25,3,Police vs Armed Robbers,Benue
6900,IBD024952,2022-08-25,2022-08-27,2,Banditry,Katsina
6901,IBD024925,2022-08-25,2022-08-25,2,Leadership Crisis,Lagos
6902,IBD024941,2022-08-25,2022-08-25,2,Cult Killings,Edo
6903,IBD024934,2022-08-25,2022-08-25,2,Building Collapse,(FCT) Abuja
6904,IBD024945,2022-08-25,2022-08-25,5,Police vs Terrorists,Imo
6905,PAR012626,2022-08-24,2022-08-24,40,Troops vs Bandits,Kaduna
6906,IBD024923,2022-08-24,2022-08-24,1,Gunmen Kill Police Inspector,Lagos
6907,IBD024920,2022-08-24,2022-08-24,3,Mob vs Robbers,Delta
6908,IBD024946,2022-08-24,2022-08-24,3,Gunmen Attack,Ebonyi
6909,IBD024954,2022-08-24,2022-08-24,1,One Killed,Edo
6910,IBD024930,2022-08-24,2022-08-24,1,Inferno,Kano
6911,IBD024899,2022-08-24,2022-08-24,6,Soldiers vs Boko Haram,Borno
6912,IBD024928,2022-08-24,2022-08-24,1,Terrorist vs Driver,Katsina
6913,IBD024929,2022-08-24,2022-08-24,23,Bandits vs Soldiers,Zamfara
6914,IBD024935,2022-08-24,2022-08-24,1,Bandits vs Soldier,Kaduna
6915,IBD024918,2022-08-24,2022-08-24,1,Gunmen vs Police,Lagos
6916,IBD024927,2022-08-24,2022-08-24,5,Auto Crash,Abia
6917,IBD024924,2022-08-23,2022-08-23,1,Scavenger,Nasarawa
6918,IBD024921,2022-08-23,2022-08-23,1,Student vs Stepmother,Katsina
6919,IBD024940,2022-08-23,2022-08-23,2,Police vs Robbers,Delta
6920,IBD024917,2022-08-23,2022-08-23,1,Oro Worshipper vs Church,Lagos
6921,IBD024911,2022-08-23,2022-08-23,6,Auto Crash,Ondo
6922,IBD025005,2022-08-23,2022-08-23,1,Flooding,Plateau
6923,IBD027827,2022-08-23,2022-08-23,1,Auto Crash,Plateau
6924,IBD024910,2022-08-22,2022-08-22,3,Communal Clash,Gombe
6925,IBD024981,2022-08-22,2022-08-22,1,Man vs Boy,Delta
6926,IBD024912,2022-08-22,2022-08-22,1,Police Kill Kidnapper,Edo
6927,IBD024919,2022-08-22,2022-08-22,1,Bandits Kill 1,(FCT) Abuja
6928,IBD024942,2022-08-22,2022-08-24,4,Flooding,Plateau
6929,IBD025779,2022-08-22,2022-08-27,1,Prophet vs Boy,Ondo
6930,IBD024914,2022-08-22,2022-08-22,1,Auto Crash,Lagos
6931,IBD024901,2022-08-21,2022-08-21,6,Gas Explosion,Abia
6932,IBD024908,2022-08-21,2022-08-21,1,Gunmen Kill Urhobo Chief,Delta
6933,IBD024891,2022-08-21,2022-08-21,1,Man Drowns,Lagos
6934,IBD024905,2022-08-21,2022-08-21,1,Gunmen vs Hotelier,Kwara
6935,IBD024906,2022-08-21,2022-08-21,2,Water Tanker,Lagos
6936,IBD024894,2022-08-21,2022-08-21,1,Gunmen Kill Political Appointee,Lagos
6937,IBD024895,2022-08-21,2022-08-21,5,Auto Crash,Nasarawa
6938,IBD024904,2022-08-21,2022-08-21,2,Bandits vs Villagers,Kaduna
6939,IBD024902,2022-08-21,2022-08-21,1,Army Major,Anambra
6940,IBD025848,2022-08-21,2022-08-21,12,Army vs Bandits,Zamfara
6941,IBD024897,2022-08-21,2022-08-21,2,Auto Crash,Ogun
6942,IBD025278,2022-08-21,2022-08-27,27,Flooding,Adamawa
6943,IBD024907,2022-08-20,2022-08-20,1,Drown,Lagos
6944,IBD024541,2022-08-20,2022-08-20,1,Police Kill Kidnapper,Edo
6945,IBD024893,2022-08-20,2022-08-20,1,Motorcycle Thief,Osun
6946,IBD024885,2022-08-20,2022-08-20,1,Assailants vs Town Union President,Enugu
6947,IBD024903,2022-08-20,2022-08-20,40,NAF vs ISWAP,Borno
6948,IBD024892,2022-08-20,2022-08-20,3,Petrol Explosion,Lagos
6949,IBD024883,2022-08-20,2022-08-20,1,Leadership Tussle,Delta
6950,IBD024959,2022-08-20,2022-08-20,1,Man vs Woman,Oyo
6951,IBD025226,2022-08-20,2022-08-27,2,Flooding Kill 2,Benue
6952,IBD025227,2022-08-20,2022-08-27,3,Flooding Kill 3,Benue
6953,IBD025228,2022-08-20,2022-08-27,4,Flooding Kill 4,Benue
6954,IBD025224,2022-08-20,2022-08-27,14,Flooding Kill 14,Benue
6955,IBD025446,2022-08-20,2022-08-20,1,Son vs Father,Yobe
6956,IBD024890,2022-08-20,2022-08-20,1,Bandit vs Police,Kebbi
6957,IBD025298,2022-08-20,2022-08-20,1,Assailants vs APC Chieftain,Osun
6958,IBD024888,2022-08-20,2022-08-20,1,Kidnapper,Edo
6959,IBD025757,2022-08-20,2022-08-20,1,Food Poisoning,Benue
6960,IBD024926,2022-08-20,2022-08-20,32,Army vs ISWAP,Borno
6961,IBD027847,2022-08-20,2022-08-20,2,Flooding,Zamfara
6962,IBD024878,2022-08-20,2022-08-20,10,Flooding,Adamawa
6963,IBD024889,2022-08-20,2022-08-20,1,Police vs Terrorist,Katsina
6964,IBD024909,2022-08-19,2022-08-19,1,Gunmen vs Businessman,Imo
6965,IBD024880,2022-08-19,2022-08-19,2,Gunmen vs Mechanic,Imo
6966,IBD024877,2022-08-19,2022-08-19,5,Church Stampede,Lagos
6967,IBD024876,2022-08-19,2022-08-19,2,Domestic Violence,Adamawa
6968,IBD024896,2022-08-19,2022-08-19,1,Soldier vs Cleric,Yobe
6969,IBD024886,2022-08-18,2022-08-18,3,Auto Crash,Ogun
6970,IBD024875,2022-08-18,2022-08-18,1,Gunmen vs Lawyer,Zamfara
6971,IBD024872,2022-08-18,2022-08-18,3,Auto Crash,Kogi
6972,IBD025260,2022-08-18,2022-08-18,1,One Killed,Rivers
6973,IBD025864,2022-08-18,2022-08-22,2,Robbers Kill 2,Delta
6974,IBD024870,2022-08-18,2022-08-18,11,Auto Crash,Plateau
6975,IBD024882,2022-08-17,2022-08-17,5,Auto Crash,(FCT) Abuja
6976,IBD024869,2022-08-17,2022-08-17,3,Gunmen vs Soldiers Clash,Abia
6977,IBD024879,2022-08-17,2022-08-17,1,Man Found Dead in Office,Katsina
6978,IBD024860,2022-08-17,2022-08-17,1,Mob vs Kidnapper,Kaduna
6979,IBD024861,2022-08-17,2022-08-17,2,Gunmen Attack,Ebonyi
6980,IBD024939,2022-08-17,2022-08-17,4,Flooding,Gombe
6981,IBD024884,2022-08-17,2022-08-17,1,Mob vs Phone Thief,Bayelsa
6982,IBD024865,2022-08-16,2022-08-16,3,Cult Clash,Kogi
6983,IBD024871,2022-08-16,2022-08-16,1,FRSC vs Motorist,Abia
6984,IBD024863,2022-08-16,2022-08-16,2,Security Operatives vs Kidnappers,Kogi
6985,IBD024854,2022-08-16,2022-08-16,4,Students Drowns,Lagos
6986,IBD024855,2022-08-16,2022-08-16,2,Police vs Motorcyclists,Lagos
6987,IBD024867,2022-08-16,2022-08-16,1,Police vs Motorcyclists,Lagos
6988,IBD024864,2022-08-16,2022-08-16,7,Food Poisoning,Zamfara
6989,IBD024835,2022-08-15,2022-08-15,33,Windstorm,Jigawa
6990,IBD024847,2022-08-15,2022-08-15,1,Auto Crash,Ogun
6991,IBD024845,2022-08-15,2022-08-15,3,Auto Crash,Ogun
6992,IBD024850,2022-08-15,2022-08-15,40,Police vs Terrorist,Katsina
6993,IBD024842,2022-08-15,2022-08-15,1,Auto Crash,Gombe
6994,IBD024931,2022-08-15,2022-08-15,2,Troops vs Terrorists,Kaduna
6995,IBD024853,2022-08-15,2022-08-15,9,Auto Crash,Bauchi
6996,IBD024852,2022-08-15,2022-08-15,1,Police vs Armed Robbers,Edo
6997,IBD024932,2022-08-15,2022-08-15,2,Troops vs Terrorists,Kaduna
6998,IBD024858,2022-08-15,2022-08-15,1,Electrocution,Osun
6999,IBD024933,2022-08-15,2022-08-15,3,Troops vs Terrorist,Plateau
7001,IBD025933,2022-08-15,2022-08-15,1,Medical Negligence,Ogun
7002,IBD024833,2022-08-14,2022-08-14,3,Auto Crash,Ogun
7003,IBD024841,2022-08-14,2022-08-14,1,Hoodlums Attack,Kogi
7004,IBD024849,2022-08-14,2022-08-14,1,Mysterious Death,Lagos
7005,IBD024848,2022-08-14,2022-08-14,5,Land Tussle,Edo
7006,IBD024843,2022-08-14,2022-08-14,1,Man vs Woman,Nasarawa
7007,IBD024838,2022-08-14,2022-08-14,1,Sex Romp,Lagos
7008,IBD024844,2022-08-14,2022-08-14,5,Police vs Kidnappers,Edo
7009,IBD024916,2022-08-14,2022-08-14,2,Police vs Kidnappers,Bauchi
7010,IBD024840,2022-08-14,2022-08-14,2,Auto Crash,Akwa Ibom
7011,IBD024846,2022-08-14,2022-08-14,2,Auto Crash,Anambra
7012,IBD024839,2022-08-14,2022-08-14,4,Army vs ISWAP,Borno
7013,IBD026019,2022-08-13,2022-08-13,1,Police vs Graduate,Edo
7014,IBD024811,2022-08-13,2022-08-14,6,Inferno,Rivers
7015,IBD024832,2022-08-13,2022-08-13,1,Gunmen vs Teacher,Nasarawa
7016,IBD024866,2022-08-13,2022-08-13,1,Gunmen vs Driver,Kogi
7017,IBD024831,2022-08-13,2022-08-13,40,Army vs Terrorists,Niger
7018,IBD024827,2022-08-13,2022-08-13,14,Banditry,Taraba
7019,PAR012625,2022-12-08,2022-12-08,1,Gunmen Attack,Rivers
7020,IBD024825,2022-12-08,2022-12-08,40,Army vs Terrorists,Kaduna
7021,IBD024822,2022-12-08,2022-12-08,6,Fulani Group vs OPC,Kwara
7022,IBD024830,2022-12-08,2022-12-08,1,POS Operator vs Armed Robbers,Oyo
7023,IBD024828,2022-12-08,2022-12-08,3,Building Collapse,Kano
7024,PAR012624,2022-12-08,2022-12-08,1,Man vs Teenager,Bauchi
7025,IBD024856,2022-11-08,2022-11-08,1,Gunmen vs Motorcyclist,Imo
7026,IBD024823,2022-11-08,2022-11-08,2,Bandits vs Vigilantes,(FCT) Abuja
7027,IBD024857,2022-11-08,2022-12-08,1,Police vs IPOB/ESN,Enugu
7028,IBD025074,2022-11-08,2022-11-08,1,Man Killed 1,Ekiti
7029,IBD024807,2022-11-08,2022-11-08,2,Police vs Ex-convicts,Lagos
7030,IBD024824,2022-11-08,2022-11-08,1,Vigilantes vs Teenager,Niger
7031,IBD024817,2022-10-08,2022-10-08,1,Police vs Colleagues,Imo
7032,IBD024814,2022-10-08,2022-10-08,1,Auto Crash,Ogun
7033,IBD024809,2022-10-08,2022-10-08,6,Herdsmen Attack,Benue
7034,IBD024837,2022-10-08,2022-10-08,1,Gunmen vs Policemen,Delta
7035,IBD024802,2022-10-08,2022-10-08,1,Lesbian vs Man,Anambra
7036,IBD024820,2022-10-08,2022-10-08,1,Assailants vs Sex Worker,Delta
7037,IBD024800,2022-10-08,2022-10-08,2,Kidnappers Kill Man,Plateau
7038,IBD024810,2022-10-08,2022-10-08,1,Ritual Killing,Bayelsa
7039,IBD024812,2022-10-08,2022-10-08,1,Gunmen vs Motorcyclist,Ekiti
7040,IBD024795,2022-09-08,2022-09-08,2,2 Found Dead,Niger
7041,IBD024798,2022-09-08,2022-09-08,1,Man vs Lottery Operator,Lagos
7042,IBD024775,2022-09-08,2022-09-08,2,Drillers Drown,Kano
7043,IBD024829,2022-09-08,2022-09-08,1,Assailants vs Girl,Ogun
7044,IBD024813,2022-09-08,2022-09-08,11,Banditry,Sokoto
7045,IBD024806,2022-09-08,2022-09-08,1,Robbers vs Woman,Nasarawa
7046,IBD024803,2022-09-08,2022-09-08,18,Banditry,Kaduna
7047,IBD024816,2022-09-08,2022-09-08,1,Auto Crash,Edo
7048,IBD024804,2022-09-08,2022-09-08,1,Bandits vs Immigration Officials,Jigawa
7049,IBD024815,2022-09-08,2022-09-08,2,Man vs Wife,Niger
7050,IBD024787,2022-08-08,2022-08-08,1,Fire Disaster,Delta
7051,IBD024794,2022-08-08,2022-08-08,3,Cult Killing,Kwara
7052,IBD024799,2022-08-08,2022-08-08,4,Road Accident,Delta
7053,IBD024834,2022-08-08,2022-08-08,17,Windstorm,Jigawa
7054,IBD024524,2022-08-08,2022-08-08,1,ISWAP vs Policemen,Borno
7055,IBD024783,2022-08-08,2022-08-08,7,Auto Crash,Ogun
7056,IBD024782,2022-08-08,2022-08-08,3,Kidnappers Kill 3,Taraba
7057,IBD025057,2022-08-08,2022-08-08,1,Yahoo Boys vs Colleague,Osun
7058,IBD024785,2022-08-08,2022-08-08,6,Operatives vs Shi'ites,Kaduna
7059,IBD026954,2022-07-08,2022-07-08,1,Man vs Neighbour,Lagos
7060,IBD024789,2022-07-08,2022-07-08,1,Kidnappers Kill 1,Niger
7061,IBD024773,2022-07-08,2022-07-08,2,Banditry,Katsina
7062,IBD024796,2022-07-08,2022-07-08,1,Ritual Killing,Kogi
7063,IBD024790,2022-07-08,2022-07-08,40,NAF vs Boko Haram,Borno
7064,IBD024779,2022-07-08,2022-07-08,1,Army vs Man,Enugu
7065,IBD024781,2022-07-08,2022-07-08,1,Kidnappers Kill Officer,Ogun
7066,IBD024819,2022-07-08,2022-07-08,1,Man vs Woman,Anambra
7067,IBD024776,2022-06-08,2022-06-08,1,Auto Crash,Lagos
7068,IBD024769,2022-06-08,2022-06-08,13,Banditry,Katsina
7069,IBD024821,2022-06-08,2022-06-08,1,Man vs Grandmother,Ondo
7070,IBD024780,2022-06-08,2022-06-08,1,Banditry,(FCT) Abuja
7071,IBD024774,2022-06-08,2022-06-08,1,Hit-And-Run Driver,Ogun
7072,IBD024792,2022-06-08,2022-06-08,2,Political Violence,Osun
7073,IBD024791,2022-06-08,2022-06-08,3,Auto Crash,Bauchi
7074,IBD025393,2022-06-08,2022-06-08,1,Cultists Kill Woman,Edo
7075,IBD024768,2022-05-08,2022-05-08,4,Gunmen Attack Police Station,Imo
7076,IBD024777,2022-05-08,2022-05-08,1,Auto Crash,Lagos
7077,IBD024766,2022-05-08,2022-05-08,1,Police vs Armed Robbers,Delta
7078,IBD024786,2022-05-08,2022-05-08,1,Building Collapse,Kano
7079,IBD024767,2022-05-08,2022-05-08,1,Cult Killing,Osun
7080,IBD025062,2022-05-08,2022-05-08,1,Boy vs Father,Kwara
7081,IBD024793,2022-05-08,2022-06-08,3,Bandits vs Farmer,Taraba
7082,IBD024771,2022-05-08,2022-05-08,5,Bandits Kill Expatriates,Kogi
7083,IBD024764,2022-05-08,2022-05-08,4,Auto Crash,Ogun
7084,IBD024836,2022-04-08,2022-04-08,1,Kidnappers vs Man,Ondo
7085,IBD024778,2022-04-08,2022-04-08,2,Police vs Armed Robbers,Lagos
7086,IBD024762,2022-04-08,2022-04-08,1,Army vs Police,Lagos
7087,IBD024757,2022-04-08,2022-04-08,2,Police vs Gunmen,Imo
7088,IBD024874,2022-04-08,2022-04-08,1,Herders Kill Man,Oyo
7089,IBD024826,2022-04-08,2022-04-08,1,Ritual Killing,Kogi
7090,IBD024759,2022-03-08,2022-03-08,3,Boko Haram vs Farmers,Borno
7091,IBD024761,2022-03-08,2022-03-08,34,Boko Haram vs Army,Borno
7092,IBD024742,2022-03-08,2022-03-08,2,Flooding,Jigawa
7093,IBD024770,2022-03-08,2022-03-08,4,Banditry,Katsina
7094,IBD024755,2022-03-08,2022-03-08,1,Gunmen vs Police Officer,Delta
7095,IBD024784,2022-03-08,2022-04-08,3,Flood Disaster,Kano
7096,IBD024818,2022-03-08,2022-03-08,1,Assailants vs Monarch,Cross River
7097,IBD024754,2022-03-08,2022-03-08,1,Son vs Father,Niger
7098,IBD024741,2022-03-08,2022-03-08,5,Flooding,Jigawa
7099,IBD024748,2022-03-08,2022-03-08,3,Banditry,Katsina
7100,IBD024740,2022-03-08,2022-03-08,3,Kidnappers vs Victims,Oyo
7101,IBD024750,2022-02-08,2022-02-08,1,Man vs Cousin,Nasarawa
7102,IBD024868,2022-02-08,2022-02-08,1,Medical Negligence,(FCT) Abuja
7103,IBD024747,2022-02-08,2022-02-08,3,Terrorists Kill 3,Katsina
7104,IBD024744,2022-02-08,2022-02-08,1,Auto Crash,Bauchi
7105,IBD024730,2022-02-08,2022-02-08,5,Auto Crash,Cross River
7106,IBD024745,2022-02-08,2022-02-08,1,Police vs Robbers,Delta
7107,IBD024753,2022-02-08,2022-02-08,5,Banditry,Plateau
7108,IBD024746,2022-02-08,2022-02-08,1,Auto Crash,Lagos
7109,IBD024765,2022-02-08,2022-02-08,1,Armed Robbers vs Security Guard,Delta
7110,IBD024736,2022-02-08,2022-02-08,1,Auto Crash,Lagos
7111,IBD024763,2022-02-08,2022-02-08,1,Man vs Master's Son,Niger
7112,IBD024729,2022-02-08,2022-02-08,16,Auto Crash,Lagos
7113,IBD024743,2022-02-08,2022-02-08,1,Gunmen vs AIG,Kaduna
7114,IBD024749,2022-02-08,2022-02-08,1,NAN Correspondent's Father,Kaduna
7115,IBD025395,2022-02-08,2022-02-08,3,Cult Killing,Edo
7116,IBD027613,2022-01-08,2022-01-08,6,Market Demolition,Enugu
7117,IBD024788,2022-01-08,2022-01-08,1,Kidnappers vs Graduate,Adamawa
7118,IBD024735,2022-01-08,2022-01-08,1,Ritual Killing,Osun
7119,IBD024728,2022-01-08,2022-01-08,7,Gunmen vs Guards,Imo
7120,IBD024716,2022-01-08,2022-01-08,1,Police vs Terrorists,Delta
7121,IBD024751,2022-01-08,2022-01-08,7,IPOB/ESN vs Nigeriens,Imo
