Identifier,Title,Start date,End date,Number of deaths
IBD026140,"Auto Crash, FCT (Abuja)",10/01/2023,10/01/2023,1
IBD026142,"Gunmen Kill 4, Anambra",10/01/2023,10/01/2023,4
IBD026146,"Gunmen Kill Man, FCT (Abuja)",10/01/2023,10/01/2023,1
IBD026149,"Gunmen vs Intending Couple, Imo",10/01/2023,10/01/2023,2
IBD026183,"Policemen vs Bandits, Bauchi",10/01/2023,10/01/2023,2
IBD026134,"Auto Crash, Ondo",09/01/2023,09/01/2023,4
IBD026129,"Yoruba Nation Agitators, Lagos",09/01/2023,09/01/2023,2
IBD026141,"Security Operative vs Tanker Driver, Rivers",09/01/2023,09/01/2023,1
IBD026135,"Bandits vs Security Operatives, Kaduna",09/01/2023,09/01/2023,19
IBD026230,"One Killed, Benue",09/01/2023,09/01/2023,1
IBD026182,"Bandits vs Man, Bauchi",09/01/2023,09/01/2023,1
IBD026130,"Cult Killing, Anambra",08/01/2023,08/01/2023,1
IBD026143,"Robbers vs Student, Anambra",08/01/2023,08/01/2023,1
IBD026157,"Herdsmen vs Farmer, Kwara",08/01/2023,08/01/2023,1
IBD026136,"Auto Crash, Sokoto",08/01/2023,08/01/2023,12
IBD026123,"Auto Crash, Ogun",07/01/2023,07/01/2023,1
IBD026115,"Man vs Step-Mother, Kano",07/01/2023,07/01/2023,2
IBD026121,"Cultism, Rivers",07/01/2023,07/01/2023,2
IBD026171,"Policemen vs Bandits, Bauchi",07/01/2023,07/01/2023,2
IBD026150,"Hotelier, Ogun",07/01/2023,07/01/2023,1
IBD026131,"Suspected Robber, Lagos",07/01/2023,07/01/2023,1
IBD026118,"Police vs Gunrunners, Zamfara",07/01/2023,07/01/2023,2
IBD026381,"Police vs Gunmen, Zamfara",07/01/2023,07/01/2023,2
IBD026968,"Ritual Killing, Ogun",07/01/2023,07/01/2023,1
IBD026161,"Auto Crash, Oyo",06/01/2023,06/01/2023,1
IBD026138,"Domestic Violence, Lagos",06/01/2023,06/01/2023,1
IBD026112,"Auto Crash, Ogun",06/01/2023,06/01/2023,3
IBD026120,"Gunmen Kill 1, Delta",06/01/2023,06/01/2023,1
IBD026132,"Auto Crash, Lagos",06/01/2023,06/01/2023,1
IBD026144,"Bandits Kill 1, Kaduna",05/01/2023,05/01/2023,1
IBD026109,"Man vs Wife, Bauchi",05/01/2023,05/01/2023,1
IBD026133,"Cult Killing, Ondo",05/01/2023,05/01/2023,1
IBD026580,"One Dead, Abia",05/01/2023,05/01/2023,1
IBD026139,"Man Dies, Anambra",05/01/2023,05/01/2023,1
IBD026122,"Siblings in Fraud, Delta",04/01/2023,04/01/2023,1
IBD026101,"Gunmen Kill Vigilante, Anambra",04/01/2023,04/01/2023,1
IBD026082,"Communal Clash, Ondo",04/01/2023,04/01/2023,1
IBD026093,"Police vs Kidnappers, Bauchi",04/01/2023,04/01/2023,3
IBD026128,"Man in Police Cell, Abia",04/01/2023,04/01/2023,1
IBD026111,"Auto Crash, Kano",04/01/2023,04/01/2023,7
IBD026116,"Police vs Bandits, Nasarawa",04/01/2023,04/01/2023,3
IBD026113,"Auto Crash, Bauchi",04/01/2023,04/01/2023,18
IBD026124,"Police Kill Robber, Edo",04/01/2023,04/01/2023,1
IBD026126,"Police vs Terrorist, Katsina",04/01/2023,04/01/2023,1
IBD026098,"Cult War, Delta",03/01/2023,03/01/2023,5
IBD026107,"Boy Drowns, Delta",03/01/2023,03/01/2023,1
IBD026077,"Auto Crash, Kwara",03/01/2023,03/01/2023,2
IBD026105,"Cultists Kill Man, ANambra",03/01/2023,03/01/2023,3
IBD026095,"Boat Mishap, Kebbi",03/01/2023,03/01/2023,20
IBD026081,"Auto Crash, Lagos",03/01/2023,03/01/2023,1
IBD026076,"Auto Crash, Kogi",03/01/2023,03/01/2023,15
IBD026092,"Youths Killed, Ondo",03/01/2023,03/01/2023,4
IBD026291,"One Killed, Oyo",03/01/2023,03/01/2023,1
IBD026083,"Son vs Father, Akwa Ibom",03/01/2023,03/01/2023,1
IBD026099,"Couple Found Dead, Kano",02/01/2023,02/01/2023,2
IBD026075,"Police vs Bandit, Katsina",02/01/2023,02/01/2023,1
IBD026087,"Gunmen Attack, Nasarawa",02/01/2023,02/01/2023,1
IBD026100,"Army Officer vs Passenger, FCT (Abuja)",02/01/2023,02/01/2023,1
IBD026085,"Policemen Killed in Ohakim Convoy, Imo",02/01/2023,02/01/2023,4
IBD026091,"Gunmen Attack, Anambra",02/01/2023,02/01/2023,1
IBD026356,"Medical Negligence, Bauchi",02/01/2023,02/01/2023,1
IBD026781,"Medical Negligence, Delta",02/01/2023,02/01/2023,1
IBD026102,"Sex Romp, Ekiti",02/01/2023,02/01/2023,1
IBD026088,"Army vs Bandits, Kaduna",01/01/2023,03/01/2023,3
IBD026072,"Hoodlums vs Couple, Ogun",01/01/2023,01/01/2023,3
IBD026096,"Army vs Boko Haram, Borno",01/01/2023,01/01/2023,32
IBD026074,"Auto Crash, Oyo",01/01/2023,01/01/2023,5
IBD026090,"Gunmen Attack, Imo",01/01/2023,01/01/2023,2
IBD026089,"Gunmen Attack, Anambra",01/01/2023,01/01/2023,4
IBD026125,"Police vs Hoodlum, Katsina",01/01/2023,01/01/2023,1
IBD026103,"Police Kill Bandit, Zamfara",01/01/2023,01/01/2023,1
IBD026078,"Auto Crash, Bauchi",01/01/2023,01/01/2023,7
IBD026069,"Gunmen vs Ebubeagu Commander, Ebonyi",01/01/2023,01/01/2023,1
IBD026079,"Auto Crash, Ogun",01/01/2023,01/01/2023,1
IBD026080,"Auto Crash, Ogun",01/01/2023,01/01/2023,7
IBD028056,"Ritualist Shrine, Oyo",01/01/2023,30/06/2023,5
IBD026110,"Woman vs Co-wife, Bauchi",01/01/2023,01/01/2023,1
IBD028043,"Police Kill Kidnapper, Yobe",2023-00-20,2023-00-20,1
IBD026331,"Assailants vs Man, Delta",31/12/2022,31/12/2022,1
IBD026163,"Communal Clash, Delta",31/12/2022,31/12/2022,3
IBD026097,"Political Issue, Sokoto",31/12/2022,31/12/2022,2
IBD026117,"Police vs Bandits, Bauchi",31/12/2022,31/12/2022,20
IBD026094,"Police vs Kidnappers/Bandits, Bauchi",31/12/2022,31/12/2022,10
IBD026086,"Auto Crash, Niger",31/12/2022,31/12/2022,4
IBD026070,"Inferno, Akwa Ibom",30/12/2022,30/12/2022,2
IBD026040,"Auto Crash, Delta",29/12/2022,29/12/2022,3
IBD026084,"Kidnappers Kill Doctor, Delta",29/12/2022,29/12/2022,1
IBD026037,"Bomb Blast, Kogi",29/12/2022,29/12/2022,4
IBD026061,"Motorist Dies, Oyo",29/12/2022,29/12/2022,1
IBD026052,"Banditry, Bauchi",29/12/2022,29/12/2022,32
IBD026044,"Political Supremacy, Ebonyi",28/12/2022,28/12/2022,3
IBD026043,"Auto Crash, Kogi",28/12/2022,28/12/2022,2
IBD026240,"Man vs Security Guard, Ondo",28/12/2022,28/12/2022,1
IBD026063,"Assailants vs Policeman, Bayelsa",28/12/2022,28/12/2022,1
IBD026039,"Political Violence, Oyo",28/12/2022,28/12/2022,1
IBD026108,"Ritual Killing, Ogun",28/12/2022,28/12/2022,3
IBD026055,"Police vs Kidnappers, Delta",28/12/2022,28/12/2022,1
IBD026054,"Gunmen Attack, Katsina",28/12/2022,28/12/2022,1
IBD026060,"Auto Crash, Imo",28/12/2022,28/12/2022,6
IBD026033,"Auto Crash, Ogun",28/12/2022,28/12/2022,7
IBD026032,"Auto Crash , Lagos",27/12/2022,27/12/2022,1
IBD026028,"Auto Crash, Niger",27/12/2022,27/12/2022,7
IBD026057,"Banditry, Sokoto",27/12/2022,27/12/2022,10
IBD026034,"Auto Crash, Niger",27/12/2022,27/12/2022,11
IBD026038,"Boko Haram Explosion, Niger",27/12/2022,27/12/2022,1
IBD026036,"Auto Crash, Ekiti",27/12/2022,27/12/2022,1
IBD026046,"Assaliant vs Man, Lagos",27/12/2022,27/12/2022,1
IBD026035,"Auto Crash, Cross River",27/12/2022,27/12/2022,8
IBD026056,"Banditry, Sokoto",27/12/2022,27/12/2022,10
IBD026042,"Banditry, Sokoto",27/12/2022,27/12/2022,10
IBD026029,"Auto Crash, Oyo",27/12/2022,27/12/2022,10
IBD026030,"Auto Crash, Akwa Ibom",27/12/2022,27/12/2022,3
IBD026047,"3 Drown, Lagos",26/12/2022,26/12/2022,3
IBD026051,"Assailants Attack, Imo",26/12/2022,26/12/2022,2
IBD026049,"Ritual Killing, Oyo",26/12/2022,26/12/2022,3
IBD026025,"Auto Crash, Bauchi",26/12/2022,26/12/2022,1
IBD026064,"Bandits Attack, Zamfara",26/12/2022,26/12/2022,4
IBD026067,"Boko Haram Attack, Borno",26/12/2022,26/12/2022,8
IBD026258,"Robbers Kill Drivers, Edo",26/12/2022,26/12/2022,3
IBD026068,"Boko Haram Attack, Borno",26/12/2022,26/12/2022,20
IBD026018,"Auto Crash, Ebonyi",26/12/2022,26/12/2022,1
IBD026008,"Police vs Female Lawyer, Lagos",25/12/2022,25/12/2022,1
IBD026007,"Man vs Lady, Cross River",25/12/2022,25/12/2022,1
IBD026021,"Gunmen Attack, Delta",25/12/2022,25/12/2022,4
IBD026005,"Auto Crash, Ogun",25/12/2022,25/12/2022,3
IBD026012,"Auto Crash, Kaduna",25/12/2022,25/12/2022,5
IBD026020,"Gunmen Attack, Kaduna",25/12/2022,25/12/2022,1
IBD026031,"Auto Crash, Rivers",25/12/2022,25/12/2022,8
IBD029157,"Robbers vs Jogger, FCT (Abuja)",25/12/2022,25/12/2022,1
IBD026004,"Auto Crash, Bauchi",25/12/2022,25/12/2022,6
IBD026048,"Assailants Attack, Enugu",25/12/2022,28/12/2022,1
IBD026013,"Kidnappers vs Siblings, Taraba",25/12/2022,25/12/2022,4
IBD026014,"Thief vs Jogger, FCT (Abuja)",25/12/2022,25/12/2022,1
IBD026016,"Boko Haram vs Herders, Borno",24/12/2022,24/12/2022,17
IBD025988,"Auto Crash, Anambra",24/12/2022,24/12/2022,2
IBD026011,"Banditry, Kebbi",24/12/2022,24/12/2022,3
IBD026017,"Auto Crash, Akwa Ibom",24/12/2022,24/12/2022,2
IBD026006,"Cow Kills Youth, Bayelsa",24/12/2022,24/12/2022,1
IBD026119,"Robber, Lagos",24/12/2022,24/12/2022,1
IBD026041,"Police vs Kidnappers, Delta",24/12/2022,24/12/2022,2
IBD026137,"Man kill Family Members, Enugu",24/12/2022,01/01/2023,5
IBD026003,"Police vs Robbers, Lagos",24/12/2022,24/12/2022,2
IBD026065,"Mob vs Phone Thief, Delta",24/12/2022,24/12/2022,1
IBD026024,"Gunmen Attack, Plateau",24/12/2022,24/12/2022,1
IBD026221,"Herdsmen Attack, Enugu",24/12/2022,24/12/2022,2
IBD026058,"Found Dead, Anambra",23/12/2022,23/12/2022,1
IBD026062,"Man vs Colleague, FCT (Abuja)",23/12/2022,23/12/2022,1
IBD025998,"Bandits vs Village Head, Niger",23/12/2022,23/12/2022,2
IBD029099,"Bandits Kill Captive, FCT (Abuja)",23/12/2022,23/12/2022,1
IBD025997,"Banditry, Kaduna",22/12/2022,22/12/2022,10
IBD026001,"Gunmen vs Vigilante, Anambra",22/12/2022,22/12/2022,2
IBD025981,"Auto Crash, Ogun",22/12/2022,22/12/2022,4
IBD026010,"Inferno, FCT (Abuja)",22/12/2022,22/12/2022,3
IBD025993,"Banditry, Niger",22/12/2022,22/12/2022,1
IBD025989,"Army vs Bandits, Kaduna",22/12/2022,22/12/2022,4
IBD025999,"Boat Mishap, Lagos",22/12/2022,22/12/2022,1
IBD026000,"Army vs Boko Haram, Bornon",22/12/2022,22/12/2022,26
IBD025982,"Auto Crash, Lagos",22/12/2022,22/12/2022,1
IBD026027,"Bandits vs Pregnant Woman, Niger",22/12/2022,22/12/2022,1
IBD025994,"Army vs Bandits, Kaduna",22/12/2022,22/12/2022,2
IBD025992,"Army vs Bandits, Kaduna",22/12/2022,22/12/2022,4
IBD025984,"Army vs Boko Haram, Borno",21/12/2022,27/12/2022,119
IBD025986,"Police vs Bandits, Zamfara",21/12/2022,21/12/2022,12
IBD026009,"Kidnappers vs Woman, Kogi",21/12/2022,21/12/2022,1
IBD025975,"Auto Crash, Delta",21/12/2022,21/12/2022,2
IBD025969,"Gunmen vs Police, Kogi",21/12/2022,21/12/2022,2
IBD025972,"Electrocution, Kaduna",21/12/2022,21/12/2022,11
IBD025976,"Auto Crash, Bauchi",21/12/2022,21/12/2022,6
IBD025974,"Boat Mishap, Delta",20/12/2022,20/12/2022,3
IBD026127,"Assailants vs Man, Bauchi",20/12/2022,20/12/2022,1
IBD026022,"Found Dead, Lagos",20/12/2022,20/12/2022,3
IBD025967,"Auto Crash, Akwa Ibom",19/12/2022,19/12/2022,1
IBD025970,"Army vs IPOB/ESN, Ebonyi",19/12/2022,19/12/2022,14
IBD025968,"Soldier vs Guest, Lagos",19/12/2022,19/12/2022,2
IBD025962,"Auto Crash, Adamawa",19/12/2022,19/12/2022,8
IBD025957,"Banditry, Zamfara",18/12/2022,19/12/2022,130
IBD025947,"Auto Crash, Ondo",18/12/2022,18/12/2022,3
IBD025990,"Banditry, Niger",18/12/2022,18/12/2022,1
IBD025973,"Cult Killing, Akwa Ibom",18/12/2022,18/12/2022,1
IBD025958,"Bandits Kill 37, Kaduna",18/12/2022,18/12/2022,35
IBD025961,"Boat Mishap, Kogi",18/12/2022,18/12/2022,40
IBD025959,"Police vs Kidnappers, Bauchi",18/12/2022,18/12/2022,12
IBD025965,"Police vs Armed Robbers, Kebbi",18/12/2022,18/12/2022,1
IBD026104,"Guard, Anambra",18/12/2022,18/12/2022,1
IBD025963,"Police vs Kidnappers, Abia",18/12/2022,18/12/2022,4
IBD025944,"Kidnappers vs Businessman, Ondo",17/12/2022,17/12/2022,1
IBD025950,"Fulani Attack, Enugu",17/12/2022,18/12/2022,24
IBD025991,"Fish Farmer, Ogun",17/12/2022,17/12/2022,1
IBD025951,"Auto Crash, Niger",17/12/2022,17/12/2022,14
IBD025946,"Auto Crash, Bauchi",17/12/2022,17/12/2022,1
IBD025966,"Auto Crash, Kano",17/12/2022,17/12/2022,11
IBD025943,"Vigilante vs Bandits, Zamfara",17/12/2022,17/12/2022,15
IBD025945,"Man vs Friend, Cross River",17/12/2022,17/12/2022,1
IBD025956,"Kidnappers Kill Commissioner, Anambra",17/12/2022,17/12/2022,1
IBD029303,"Kidnappers vs Monarch, Imo",17/12/2022,17/12/2022,1
IBD025953,"Inferno, Jigawa",16/12/2022,16/12/2022,3
IBD025938,"Political Violence, Imo",16/12/2022,16/12/2022,1
IBD025949,"Herdsmen vs Farmers, Benue",16/12/2022,16/12/2022,3
IBD025942,"Bandits Kill 20, Zamfara",16/12/2022,16/12/2022,20
IBD025931,"Train Accident, FCT (Abuja)",15/12/2022,15/12/2022,1
IBD025960,"Police vs Motorcyclist, Lagos",15/12/2022,15/12/2022,1
IBD025940,"Cult Clash, Rivers",15/12/2022,15/12/2022,3
IBD026659,"Cultism, Lagos",15/12/2022,15/12/2022,2
IBD025932,"Auto Crash, Anambra",14/12/2022,14/12/2022,1
IBD025937,"Police vs Gunmen, Ebonyi",14/12/2022,14/12/2022,2
IBD025927,"Electrocution, Lagos",14/12/2022,14/12/2022,1
IBD025941,"Man vs Friend, Delta",14/12/2022,14/12/2022,1
IBD025923,"Police vs Bandits, Katsina",14/12/2022,14/12/2022,2
IBD025930,"Auto Crash, Borno",14/12/2022,14/12/2022,4
IBD025925,"Terrorists Attack, Kaduna",14/12/2022,14/12/2022,4
IBD025939,"Cult Killing, Osun",13/12/2022,13/12/2022,1
IBD025921,"Terrorists Attack, Kaduna",13/12/2022,13/12/2022,3
IBD025934,"Gunmen Attack, Sokoto",13/12/2022,13/12/2022,6
IBD025929,"Woman vs Neighbour, Kano",13/12/2022,13/12/2022,1
IBD025924,"Police vs Kidnappers, Delta",13/12/2022,13/12/2022,1
IBD026524,"Robbers vs Tricycle Rider, Ogun",13/12/2022,13/12/2022,1
IBD025922,"Cult Killing, Akwa Ibom",13/12/2022,13/12/2022,5
IBD026837,"Banditry, Kaduna",13/12/2022,13/12/2022,2
IBD025909,"Gunmen vs Police, Imo",12/12/2022,12/12/2022,5
IBD025918,"Police vs Bandits, Sokoto",12/12/2022,12/12/2022,1
IBD025916,"Auto Crash, Kebbi",12/12/2022,12/12/2022,14
IBD025899,"Gunmen Attack, Ebonyi",12/12/2022,12/12/2022,5
IBD025978,"Police vs Kidnappers, Ekiti",12/12/2022,12/12/2022,2
IBD026059,"Man vs Daughter, Akwa Ibom",11/12/2022,11/12/2022,1
IBD025910,"Gunmen vs Pregnant Woman, Borno",11/12/2022,11/12/2022,1
IBD025903,"Auto Crash, Lagos",11/12/2022,11/12/2022,1
IBD025897,"Assailant vs Lady, Plateau",11/12/2022,11/12/2022,1
IBD025926,"Policeman vs Man, Rivers",11/12/2022,11/12/2022,1
IBD025912,"NAF vs Bandits, Kaduna",11/12/2022,11/12/2022,28
IBD025920,"Gunmen vs Man, Ogun",11/12/2022,11/12/2022,1
IBD025907,"Tanker Explosion, Ogun",11/12/2022,11/12/2022,1
IBD025901,"Auto Crash, Kogi",10/12/2022,10/12/2022,6
IBD025911,"NAF vs Bandits, Kaduna",10/12/2022,10/12/2022,10
IBD025906,"Bandits vs District Head, Zamfara",10/12/2022,10/12/2022,1
IBD025900,"Auto Crash, Bauchi",10/12/2022,10/12/2022,6
IBD025911,"NAF vs Bandits, Kaduna",10/12/2022,10/12/2022,10
IBD026170,"Police vs Kidnappers, Bauchi",10/12/2022,10/12/2022,4
IBD025919,"Robber vs Man, Ogun",10/12/2022,10/12/2022,1
IBD025900,"Auto Crash, Bauchi",10/12/2022,10/12/2022,6
IBD025890,"Gunmen vs Policeman, Imo",09/12/2022,09/12/2022,1
IBD025895,"Gunmen Kill 2, Imo",09/12/2022,09/12/2022,2
IBD025915,"Gunmen vs Woman, Oyo",09/12/2022,09/12/2022,1
IBD025894,"Gunmen vs Expatriates, Imo",09/12/2022,09/12/2022,2
IBD025902,"Gunmen vs 8 Northerners, Imo",09/12/2022,09/12/2022,8
IBD025904,"Banditry, Bauchi",09/12/2022,10/12/2022,27
IBD025898,"Gunmen Kill 2, Enugu",09/12/2022,09/12/2022,2
IBD025893,"Gunmen Kill 4, Imo",09/12/2022,09/12/2022,4
IBD025914,"Policewoman vs House Maid, Oyo",09/12/2022,09/12/2022,1
IBD025896,"Police vs IPOB/ESN, Imo",09/12/2022,09/12/2022,10
IBD025885,"Army vs IPOB/ESN, Enugu",08/12/2022,08/12/2022,1
IBD025928,"Herdsmen Attack, Kwara",08/12/2022,08/12/2022,1
IBD025886,"Banditry, Gombe",08/12/2022,08/12/2022,3
IBD025884,"Gunmen Attack, Enugu",08/12/2022,08/12/2022,12
IBD025983,"Auto Crash, Ogun",08/12/2022,08/12/2022,1
IBD025883,"Army vs Bandits, Kaduna",07/12/2022,07/12/2022,9
IBD025876,"Police vs Man, Lagos",07/12/2022,07/12/2022,1
IBD025878,"Gunmen Attack, FCT (Abuja)",06/12/2022,06/12/2022,1
IBD025870,"Boxer Dies, Delta",06/12/2022,06/12/2022,1
IBD025888,"Witchcraft, Bauchi",06/12/2022,06/12/2022,1
IBD025859,"Auto Crash, Niger",06/12/2022,06/12/2022,7
IBD025880,"Auto Crash, Jigawa",06/12/2022,06/12/2022,3
IBD025879,"Army vs ISWAP, Borno",06/12/2022,06/12/2022,8
IBD025877,"Man vs Wife, Lagos",05/12/2022,05/12/2022,1
IBD025868,"Bandits vs Policemen, Sokoto",05/12/2022,05/12/2022,6
IBD025867,"Cult Clash, Delta",05/12/2022,05/12/2022,4
IBD025872,"Army vs Bandits, Kaduna",05/12/2022,05/12/2022,30
IBD025874,"Boko Haram vs ISWAP, Borno",05/12/2022,05/12/2022,56
IBD025856,"Auto Crash, Anambra",05/12/2022,05/12/2022,2
IBD025881,"Guard vs Employer, Gombe",05/12/2022,05/12/2022,1
IBD025871,"Policeman vs Gunman, Ebonyi",05/12/2022,05/12/2022,3
IBD026045,"Witchcraft, Adamawa",04/12/2022,04/12/2022,7
IBD025865,"Vandals vs Vigilante, Rivers",04/12/2022,04/12/2022,1
IBD025869,"Security Agents vs Tricycle Rider, Plateau",04/12/2022,04/12/2022,1
IBD025854,"Domestic Violence, Lagos",04/12/2022,04/12/2022,1
IBD025917,"Woman vs Child, Kebbi",04/12/2022,04/12/2022,1
IBD025855,"Army vs Boko Haram, Borno",03/12/2022,03/12/2022,24
IBD025863,"Collapsed Building, Akwa Ibom",03/12/2022,03/12/2022,1
IBD025853,"Naval Officers vs Police, Lagos",03/12/2022,03/12/2022,1
IBD025857,"Auto Crash, Delta",03/12/2022,03/12/2022,3
IBD025860,"Herders vs Farmers, Rivers",02/12/2022,02/12/2022,1
IBD025849,"Farmers vs Herders, Borno",02/12/2022,02/12/2022,8
IBD025861,"Robbers, Delta",02/12/2022,02/12/2022,2
IBD025851,"Auto Crash, Bauchi",02/12/2022,02/12/2022,5
IBD025862,"Robbers vs Man, Oyo",02/12/2022,02/12/2022,1
IBD025858,Domestic Violence Jigawa,02/12/2022,02/12/2022,1
IBD026265,"Work Accident, Lagos",02/12/2022,02/12/2022,1
IBD025852,"Army vs Bandits, Niger",02/12/2022,02/12/2022,20
IBD025882,"Pregnant Girl Dies, Akwa Ibom",02/12/2022,02/12/2022,1
IBD025847,"Drug Overdose, Bayelsa",01/12/2022,01/12/2022,4
IBD025866,"NAF vs Bandits, Kaduna",01/12/2022,01/12/2022,17
IBD025913,"Scrap Collector vs Man, Lagos",01/12/2022,01/12/2022,1
IBD025840,"Auto Crash, Enugu",01/12/2022,01/12/2022,1
IBD025839,"Auto Crash, Adamawa",01/12/2022,01/12/2022,4
IBD025964,"Mother vs Son, Oyo",01/12/2022,01/12/2022,1
IBD025837,"Assailants vs Victim, Edo",30/11/2022,30/11/2022,1
IBD025846,"Troops vs Terrorist, Zamfara",30/11/2022,30/11/2022,3
IBD025844,"Bandits Kill 1, Sokoto",30/11/2022,30/11/2022,1
IBD025843,"Bandits Kill 6, Sokoto",30/11/2022,30/11/2022,6
IBD025838,"Father vs Daughter, Delta",30/11/2022,30/11/2022,1
IBD025842,"Cultism, Lagos",30/11/2022,30/11/2022,1
IBD025828,"Auto Crash, Lagos",30/11/2022,30/11/2022,1
IBD025829,"Gunmen vs Family, Benue",30/11/2022,30/11/2022,3
IBD025845,"Troops vs Terrorist, Katsina",30/11/2022,30/11/2022,20
IBD025850,"Found Dead, Bauchi",30/11/2022,30/11/2022,1
IBD025826,"Mother vs Daughter, Cross River",29/11/2022,29/11/2022,1
IBD025820,"Kidnap Victim, Katsina",29/11/2022,29/11/2022,1
IBD025835,"Gunmen vs Police, Delta",29/11/2022,29/11/2022,1
IBD025834,"Boy vs Girlfriend, Ogun",29/11/2022,29/11/2022,1
IBD025822,"Charm Testing, Enugu",29/11/2022,29/11/2022,1
IBD025836,"Medical Negligence, Rivers",29/11/2022,29/11/2022,1
IBD025819,"Bandits Attack, Katsina",29/11/2022,29/11/2022,2
IBD025830,"Hunters vs Man, Ondo",29/11/2022,29/11/2022,1
IBD025821,"Auto Crash, Bauchi",28/11/2022,28/11/2022,2
IBD025818,"Political Violence, Kaduna",28/11/2022,28/11/2022,1
IBD025823,"Assailants vs Musician, Anambra",28/11/2022,28/11/2022,1
IBD025832,"Domestic Violence, Bauchi",28/11/2022,28/11/2022,1
IBD025833,"Kidnap Victims, Kaduna",28/11/2022,28/11/2022,2
IBD025817,"Gunmen Attack, Kogi",28/11/2022,28/11/2022,1
IBD025802,"Auto Crash, Ogun",27/11/2022,27/11/2022,3
IBD025841,"Robbers vs Woman, Kogi",27/11/2022,27/11/2022,1
IBD025815,"Food Poisoning, Kaduna",27/11/2022,27/11/2022,3
IBD025808,"Assailants vs Motorcycle Thief, Edo",27/11/2022,27/11/2022,1
IBD026002,"Fulani Militia vs Man, Katsina",27/11/2022,27/11/2022,1
IBD026026,"Cult Killing, Ogun",27/11/2022,27/11/2022,1
IBD025825,"NAF vs ISWAP, Borno",27/11/2022,27/11/2022,30
IBD025803,"Army vs Bandits, Kaduna",26/11/2022,26/11/2022,4
IBD025804,"Pirates, Akwa Ibom",26/11/2022,26/11/2022,6
IBD025799,"Cult Clash, Anambra",26/11/2022,26/11/2022,3
IBD025979,"Lawyer vs Lover, Lagos",26/11/2022,26/11/2022,1
IBD025800,"Gunmen Attack, Ondo",26/11/2022,26/11/2022,2
IBD025824,"Herbalist vs Lotto Operator, Ogun",25/11/2022,25/11/2022,1
IBD025794,"Gunmen Attack, Kaduna",25/11/2022,25/11/2022,11
IBD025796,"Gunmen Attack, Kaduna",25/11/2022,25/11/2022,2
IBD025795,"Gunmen Attack, Kaduna",25/11/2022,25/11/2022,2
IBD025801,"Man vs Boy, Ogun",25/11/2022,25/11/2022,1
IBD025798,"Army vs Boko Haram, Borno",24/11/2022,24/11/2022,5
IBD025792,"Auto Crash, Delta",24/11/2022,24/11/2022,2
IBD025827,"NAF vs ISWAP, Borno",24/11/2022,29/11/2022,41
IBD025789,"Gunmen vs Police, Rivers",24/11/2022,24/11/2022,4
IBD025790,"Banditry, Zamfara",23/11/2022,23/11/2022,19
IBD025788,"Ritual Killing, Ogun",23/11/2022,23/11/2022,1
IBD025783,"Auto Crash, Lagos",23/11/2022,23/11/2022,1
IBD025805,"Political Crisis, Borno",23/11/2022,23/11/2022,1
IBD025778,"Police vs Youths, Osun",23/11/2022,23/11/2022,1
IBD025764,"Auto Crash, Bauchi",22/11/2022,22/11/2022,37
IBD025777,"Gunmen Attack, Plateau",22/11/2022,22/11/2022,8
IBD025831,"Woman vs Septuagenarian, Ogun",22/11/2022,22/11/2022,1
IBD025765,"Police vs Armed Robbers, Imo",22/11/2022,22/11/2022,1
IBD025761,"Auto Crash, FCT (Abuja)",22/11/2022,22/11/2022,17
IBD025763,"Auto Crash, Borno",22/11/2022,22/11/2022,37
IBD025766,"Auto Crash, Plateau",22/11/2022,22/11/2022,2
IBD025811,"Woman vs Co-Wife, Bauchi",22/11/2022,22/11/2022,1
IBD025791,"Auto Crash, Akwa Ibom",21/11/2022,21/11/2022,2
IBD025768,"Auto Crash, Borno",21/11/2022,21/11/2022,5
IBD025782,"ISWAP vs Boko Haram, Borno",21/11/2022,21/11/2022,50
IBD025759,"Found Dead, Bayelsa",21/11/2022,21/11/2022,1
IBD025762,"Inferno, Kano",21/11/2022,21/11/2022,3
IBD025767,"Auto Crash, Kogi",21/11/2022,21/11/2022,5
IBD025769,"Auto Crash, Yobe",21/11/2022,21/11/2022,5
IBD025743,"Police vs Gunmen, Enugu",20/11/2022,20/11/2022,2
IBD025739,"Lady vs Boyfriend, Lagos",20/11/2022,20/11/2022,1
IBD025753,"Food Poisoning, Benue",20/11/2022,20/11/2022,11
IBD025781,"Herdsmen Attack, Rivers",20/11/2022,20/11/2022,2
IBD025744,"Mob vs Man, Niger",20/11/2022,20/11/2022,1
IBD025746,"Herder vs Sibling, FCT ( Abuja)",20/11/2022,20/11/2022,1
